Year,Month,Day,Maximum Relative HumidityPct,Minimum Relative HumidityPct,Average Relative HumidityPct,Minimum Wind Chill Index Temperature,Maximum Wind SpeedMph,Minimum Wind SpeedMph,Average Wind SpeedMph,Standard Deviation of Wind Speed at 10m Mph,Maximum Wind GustMph,Maximum Wind Speed at 2m Mph,Minimum Wind Speed at 2m Mph,Average Wind Speed at 2m,Standard Deviation of Wind Speed at 2m Mph,Maximum Solar Radiation MJ/square meters,Total Solar Radiation MJ/square meters
2018,6,28,67.59,19.84,39.21,-996,23.89,6.47,13.16,3.84,30.47,18.3,3.32,9.56,3.32,994.78,30.54
2018,6,29,65.94,28.83,46.36,-996,23.87,11.08,17.19,2.98,33.76,17.9,8.1,12.87,2.4,996.79,28.83
2018,6,30,79.69,37.67,58.95,-996,26.82,0.15,12.7,5.23,34.49,20.29,0,9.45,4.17,977.28,21.15
2018,7,1,77.96,36.2,60.55,-996,17.64,0.66,8.94,3.6,25.95,13.66,0,6.63,3.04,1261.39,21.6
2018,7,2,89.69,27.76,57.05,-996,31.05,1.91,7.95,3.98,44,23.22,0.13,5.67,3.04,1013.57,26.18
2018,7,3,69.38,21.73,41.25,-996,17.53,4.11,10.42,3.28,29.59,13.48,1.72,7.52,2.7,1015.86,27.75
2018,7,4,77.84,28.31,52.53,-996,22.17,6.3,14.15,3.25,28.72,16.65,5.18,10.87,2.47,971.75,29.46
2018,7,5,86.35,34.24,59.51,-996,20.96,4.73,10.36,2.89,28.72,15.9,1.91,7.72,2.66,1122.37,27.19
2018,7,6,93.77,42.57,74.62,-996,30.71,0.43,8.14,5,43.4,23.64,0,5.89,4.33,992.42,14.27
2018,7,7,97.8,40.45,70.65,-996,25.03,0.09,5.2,2.97,34.56,18.23,0,3.44,2.5,994.04,25.4
2018,7,8,89.63,31.51,60.58,-996,14.1,3.61,7.87,2.14,21.05,10.61,2.23,5.43,2.01,1031.57,27.83
2018,7,9,84.16,31.66,57.76,-996,20.74,1.45,7.87,3.41,26.53,15.73,0.74,5.66,2.68,1126.54,27.23
2018,7,10,91.76,36.57,65.08,-996,22.68,1.41,6.91,3.41,27.63,16.03,0,4.7,2.86,1076.18,24.73
2018,7,11,90.77,27.87,56.18,-996,14.51,1.53,7.2,2.66,18.86,10.36,0,5.05,2.04,1096.08,28.21
2018,7,12,73.89,32.64,52.54,-996,21.03,3.79,9.61,3.25,29.37,15.13,2.68,6.9,2.39,1166.12,25.99
2018,7,13,86.36,31.4,61.84,-996,22.59,0.95,8.62,3.9,30.69,15.92,0,6.1,2.73,1141.53,26.36
2018,7,14,86.73,36.12,65.22,-996,15.43,0.14,6.1,2.51,22.08,10.29,0,3.89,2.03,1047.92,14.14
2018,7,15,85.19,33.01,59.22,-996,19.53,0.39,6.07,3.76,33.53,14.6,0,3.77,2.86,1198.03,21.94
2018,7,16,87.13,27.17,55.07,-996,12.77,0.2,5.79,2.31,18.57,8.75,0,3.61,1.97,971.65,28.81
2018,7,17,75.32,24.74,45.4,-996,13.97,1.19,7.95,2.3,19.95,9.41,0,4.77,2.08,973.44,26.03
2018,7,18,77.79,21.82,43.06,-996,16.02,1.29,8.47,3.04,20.18,11.71,0,5.64,2.51,1085.14,23.41
2018,7,19,76.8,15.51,40.92,-996,13.58,2.87,7.75,1.87,18.05,9.35,1.86,4.46,1.5,990.32,29.45
2018,7,20,62.58,18.21,35.37,-996,15.36,0.46,8.99,2.92,22.86,10.07,0,4.99,2.52,973.83,28.74
2018,7,21,61.1,18.02,38.47,-996,13.74,0.51,6.96,2.41,17.24,9.81,0,3.89,2.03,958.91,26.79
2018,7,22,81.92,17.54,43.83,-996,13.14,1.42,7,3,17.83,9.8,0.27,4.64,2.13,975.9,28.7
2018,7,23,71.21,25.17,50.96,-996,20.8,0.46,11.87,5,26.82,16.53,0,9.04,4.64,1120.49,17.32
2018,7,24,71.45,26.15,46.21,-996,15.15,2.39,6.9,2.57,22.5,12.48,0,4.75,2.63,1066.38,27.7
2018,7,25,76.03,25.99,46.62,-996,11.7,0.66,5.95,2.58,16.44,7.63,0,3.44,2.04,974.79,28.64
2018,7,26,76.05,33.8,46.86,-996,18.32,2.3,8.04,2.12,27.18,14.44,1.15,5.8,2.13,1086.09,17.99
2018,7,27,82.53,41.11,63.19,-996,15.8,0.69,6.3,2.78,22.66,12.63,0,4.23,2.62,1007.25,14.84
2018,7,28,97.4,30.46,60.27,-996,19.98,0.4,7.05,3.82,35.59,15.45,0,4.62,2.98,1040.2,26.26
2018,7,29,79.61,28.17,57.7,-996,25.21,1.65,10.24,4.49,32.66,19.91,0.59,7.06,3.67,1021.6,16.81
2018,7,30,95.57,50.4,74.24,-996,39.93,0.03,8.83,6.14,57.51,32.95,0,6.47,5.08,1010.31,19.44
2018,7,31,97.68,33.27,63.68,-996,14.35,0,7.67,3.01,21.99,12.74,0,5.75,3.41,990.1,29.28
2018,8,1,92.49,29.48,57.78,-996,12.35,0,5.56,3.19,16.22,9.27,0,3.62,2.7,1019.07,27.08
2018,8,2,85.8,30.99,52.55,-996,16,4.68,10.86,2.34,24.05,12.84,2.8,7.61,1.89,930.69,25.44
2018,8,3,68.15,30.27,45.42,-996,19.1,7.48,13.14,2.56,26.66,13.33,4.88,9.17,1.82,1010.87,26.67
2018,8,4,70.51,33.21,44.75,-996,18.52,5.41,11.42,2.69,23.67,12.42,1.92,7.42,2.09,1022.62,17.78
2018,8,5,75.02,30.21,47.85,-996,17.86,6.47,10.88,2.34,27.85,12.25,3.72,6.86,1.91,985.81,27.14
2018,8,6,74.13,32.27,48.89,-996,17.96,4.87,9.97,2.42,25.14,12.16,2.03,6.08,2.14,958.75,27.81
2018,8,7,74.06,32.94,51.84,-996,13.5,0.95,6.92,2.06,18.28,11,0.12,4.16,1.9,1099.8,26.48
2018,8,8,82.25,41.31,64.48,-996,29.12,0.85,10.15,5.89,38.52,23.29,0,7.38,5.07,1073.25,18.91
2018,8,9,97.01,30.47,69.29,-996,9.76,0.84,4.92,1.98,12.64,8.65,0,3.16,1.81,956.03,-996
2018,8,10,89.79,27.25,65.77,-996,13.43,1.69,5.87,2.52,23.09,10.33,0,3.47,2.37,988.13,22.26
2018,8,11,94.02,40.06,72.1,-996,30.09,0,5.5,4.05,42.52,21.45,0,3.47,3.41,969.88,19.74
2018,8,12,95.07,52.19,75.7,-996,10.07,0.17,4.94,1.95,14.83,7.93,0,3.08,2.16,996.05,20.78
2018,8,13,98.25,77.72,89.7,-996,15.23,3.95,7.7,2.16,19.8,10.51,0,4.98,2.23,862.24,11.25
2018,8,14,98.9,51.61,79.11,-996,35.99,2.77,9.31,4.98,50.13,30.15,0,6.13,4.23,979.48,24.4
2018,8,15,91.44,51.82,73.61,-996,32.23,0.27,7.59,4.5,52.55,21.88,0,4.87,3.33,957.8,24.46
2018,8,16,88.1,50.61,71.01,-996,14.48,1.93,7.42,2.53,18.79,9.51,0,4.32,2.17,962.81,15.5
2018,8,17,94.33,36.02,74.78,-996,27.51,0.43,7.27,4.9,36.24,22.01,0,4.67,4.23,933.81,20.13
2018,8,18,97.26,51.61,81.2,-996,17.83,0.03,5.89,2.46,26.02,13.15,0,4.08,2.21,677.26,14.96
2018,8,19,98.56,58.36,82.08,-996,13.4,0.89,6.82,2.63,18.19,11.5,0,4.91,3.05,993.77,23.29
2018,8,20,95.72,41.98,67.52,-996,19.28,1.76,9.51,4.27,25.28,16.37,0,7.33,4.69,899.74,24.39
2018,8,21,98,47.31,73.03,-996,11.35,0.55,5.86,2.38,14.18,8,0,3.8,2.24,901.67,24.41
2018,8,22,94.8,53.12,72.62,-996,15.28,2.32,10.69,2.47,21.85,11.88,0.79,7.91,2.2,-996,-996
2018,8,23,94.98,44.63,66.08,-996,13.65,3.43,8.98,2.21,26.53,9.17,0.68,5.56,1.77,-996,-996
2018,8,24,75.73,39.33,54.62,-996,17.98,5.09,11.16,2.41,22.79,11.98,1.33,6.84,2.02,-996,-996
2018,8,25,66.57,36.79,52.79,-996,17.68,6.59,11.69,2.61,25.79,12.12,3.13,7.38,2.23,-996,-996
2018,8,26,76.82,36.63,55.91,-996,18.43,4.89,11.83,3.1,30.53,12.63,1.37,7.53,2.48,-996,-996
2018,8,27,68.09,36.07,53.28,-996,21.68,7.52,13.78,3.26,28.43,14.9,4.13,9.06,2.47,-996,-996
2018,8,28,66.29,38.05,52.85,-996,19.69,7.77,13.01,2.58,26.75,13.72,4.06,8.5,2.07,-996,-996
2018,8,29,83.54,38.03,55.04,-996,15.41,1.22,8.05,2.8,20.09,10.79,0.56,5.21,2.03,-996,-996
2018,8,30,85.22,35.92,56.92,-996,17.33,1.87,9.58,3.41,23.38,12.18,0.91,6.27,2.46,-996,-996
2018,8,31,81.52,39.19,56.26,-996,17.85,4.69,11.14,2.84,24.34,12.11,1.23,7.29,2.18,-996,-996
2018,9,1,83.52,36.79,56.69,-996,19.44,2.08,9.8,3.51,29.82,13.86,1.03,6.5,2.62,-996,-996
2018,9,2,85.28,36.55,65.55,-996,27.92,1.36,9.45,5.54,36.98,20.42,0,6.44,4.15,931.3,23.54
2018,9,3,93.46,51.9,77.08,-996,16.91,2.71,10.01,2.72,25.5,12.44,0.93,7.27,2.13,959.19,10.19
2018,9,4,97.66,80.47,91.98,-996,18.54,5.7,9.57,2.67,27.98,13.38,3.58,6.64,2.01,744.98,7.88
2018,9,5,98.64,80.46,92.51,-996,12.63,0,5.2,2.58,15.27,8.97,0,3.13,2.53,810.61,9.55
2018,9,6,96.99,67.73,89.23,-996,13.82,0.4,6.5,2.23,18.41,10.23,0,4.72,2.32,1074.25,13.12
2018,9,7,97.19,85.3,93,-996,14.45,5.59,9.13,1.98,18.99,12,4.06,7.3,1.78,325.47,5.86
2018,9,8,98.76,73.94,88.9,-996,16.4,2.47,8.35,2.83,21.34,13.31,0,6.3,2.7,927.02,10.03
2018,9,9,98.47,56.86,81.52,-996,12.27,2.47,7.58,1.98,15.49,10.16,0,5.45,2.32,1013.02,18.49
2018,9,10,100,48.67,79.69,-996,10.12,0.61,5.12,1.92,14.54,6.84,0,2.55,1.9,946.18,23.51
2018,9,11,99.58,54.83,82.47,-996,13.56,1.22,7.11,2.8,17.83,10.08,0,4.61,2.59,1090.44,-996
2018,9,12,98.65,56.94,82.11,-996,17.02,4.52,9.05,2.72,24.11,12.68,2.03,6.32,2.17,1056.15,20.6
2018,9,13,98.83,54.45,80.25,-996,17.41,6.15,10.6,2.37,23.24,12.63,3.84,7.16,1.86,1005.71,17.96
2018,9,14,98.19,48.45,76.42,-996,18.25,3.23,8.75,2.77,25.86,13.2,0.73,5.74,2.48,978.47,23.01
2018,9,15,99.02,68.89,88.38,-996,9.59,1.36,5.67,1.49,13.52,7.71,0,3.63,1.59,701.3,9.9
2018,9,16,99.18,53.77,80.05,-996,14.56,1.62,6.79,2.89,19.51,10.18,0,4.16,2.57,1095.42,19.53
2018,9,17,98.13,44.54,73.05,-996,15.3,1.43,7.63,3.69,22.37,10.22,0,4.41,3.13,888.39,22.5
2018,9,18,95.08,50.55,71.13,-996,17.06,2.59,8.97,3.34,23.09,11.75,0,5.19,3,978.6,18.81
2018,9,19,91.74,42,65.28,-996,21.52,5.21,11.02,4.28,29.15,14.94,1.65,6.88,3.53,937.11,21.73
2018,9,20,93.42,44.85,71.68,-996,26.53,6.59,12.65,4.26,40.85,18.39,3.18,8.4,3.23,993.08,19.72
2018,9,21,98.85,73.72,90.7,-996,29.57,1.1,15.44,7.51,39.01,23.49,0,12.31,6.4,277.73,3.33
2018,9,22,93.59,49.37,73.76,-996,21.88,2.71,14.1,4.72,28.95,17.84,0.38,11.21,4.69,873.25,20.28
2018,9,23,97.67,72.73,85.84,-996,12.46,1.52,6.73,2.11,17.03,10.4,0,4.99,2.23,1076.5,17.63
2018,9,24,99.27,59.53,84.83,-996,15.75,0.79,7.46,3.86,21.99,11.18,0,4.8,3.03,990.36,17.25
2018,9,25,99.78,41.29,73.58,-996,27.04,1.22,12,7.13,35.88,21.3,0,9.02,6.31,842.13,21
2018,9,26,96.21,56.86,78.41,-996,32.99,0,11.19,9.25,44,27.07,0,8.63,7.78,886.02,8.44
2018,9,27,99.62,56.57,79.6,43.62,13.78,0,6.45,3.15,19.22,9.32,0,3.78,2.78,838.19,21.84
2018,9,28,97.61,59.95,81.74,-996,18.99,5.18,11.41,3.48,26.08,13.4,2.69,7.8,2.77,829.01,21.13
2018,9,29,99.55,55.85,85.1,-996,17.15,4.11,10.12,2.7,25.14,11.36,2.81,6.89,1.89,878.56,14.4
2018,9,30,98.49,56.66,82.44,-996,18.95,7.62,12.01,2.12,25.72,12.81,4.85,7.92,1.57,976.94,18.28
2018,10,1,97.73,58.65,82.66,-996,17.63,4.69,9.89,2.79,25.05,11.64,1.48,6.2,2.31,903.92,17.68
2018,10,2,98.58,52.71,80.15,-996,19.91,5.71,10.32,3.21,29.24,13.46,2.65,6.57,2.44,894.57,17.37
2018,10,3,97.27,58.77,77.15,-996,21.77,7.06,13.15,4.09,29.15,14.99,3.66,8.51,3.07,884.49,18.12
2018,10,4,89.71,57.49,74.67,-996,16.1,4.46,9.31,2.28,22.28,10.78,2.47,5.88,1.9,841.75,18.88
2018,10,5,93.45,52.86,72.32,-996,20.49,6.72,12.93,3.71,28.72,14.01,3.49,8.38,2.8,922.39,17.65
2018,10,6,90.44,58.84,73.92,-996,20.31,1.47,11,4.05,25.86,17.19,0,8.62,4.13,807.87,11.05
2018,10,7,99.87,86.98,96.55,-996,19.95,2.61,11.3,3.89,26.31,15.67,0,8.34,3.18,172.28,2.17
2018,10,8,97.93,66,88.04,-996,20.62,1.4,11.8,4.1,30.24,14.36,0.11,8.1,3.04,857.02,9.21
2018,10,9,99.38,77.59,90.57,-996,18.5,1.11,8.92,4.12,24.47,16.16,0,6.93,3.96,591.21,7.17
2018,10,10,93.52,52.26,76.45,40.45,16.54,0,7.2,4.05,22.5,13.75,0,5.58,3.82,800.31,20.1
2018,10,11,96.28,55.23,76.06,42.35,13.3,2.55,7.53,2.04,17.24,10.32,1.88,5.51,1.85,846.32,17.64
2018,10,12,98.4,70.14,88.38,-996,12.81,1.76,6.6,2.5,16.95,9.35,0.08,4.72,2.14,837.6,8.25
2018,10,13,99.07,71.2,86.38,-996,19.15,0.61,7.33,3.41,24.56,13.45,0.03,5.41,2.57,621.61,6.87
2018,10,14,100,78.48,93.22,27.53,31.68,0.18,15.07,8.86,40.26,27.31,0,12.17,8.19,337.98,4.06
2018,10,15,81.84,49.71,65.22,23.69,27.04,4.58,16.14,5.26,34.92,23.04,3.38,13.67,4.68,940.47,14.49
2018,10,16,90.75,47.21,69.48,37.55,12.75,0,5.43,2.72,23.6,10.8,0,3.88,2.98,873.34,9.19
2018,10,17,89.97,39.04,70.57,48.36,13.07,0.67,5.5,2.76,15.86,10.82,0,3.9,2.73,475.15,-996
2018,10,18,98.82,73.2,90.45,-996,10.1,0.34,5.08,1.98,13.45,7.2,0,3.55,1.68,253.66,3.74
2018,10,19,100,71.16,93.39,-996,10.2,0,5.66,1.85,14.47,7.37,0,3.21,1.85,587.56,7.98
2018,10,20,100,35.76,71.73,46.17,15.49,0,7.21,4.15,20.47,12.81,0,4.74,4.33,871.85,16.09
2018,10,21,97.62,34.76,71.21,40.8,12.31,0.02,5.55,2.69,18.19,9.25,0,3.11,2.43,951.1,17.09
2018,10,22,95.06,45.74,75.42,43.83,14.61,4.4,8.15,2.16,19.44,10.69,0,5.12,2.22,667.85,14.25
2018,10,23,96.38,45.5,77.8,-996,10.8,2.29,6.47,1.54,15.13,8.55,0,4.44,1.67,979.88,9.99
2018,10,24,99.16,81.55,92.73,41.92,15.11,1.62,7.27,2.58,18.99,11.48,0,5.06,2.19,115.55,1.65
2018,10,25,99.43,63.96,86.38,45.4,10.12,0.51,5.01,1.89,14.47,8.78,0,2.96,2.45,765.54,13.37
2018,10,26,99.56,36.17,75.65,41.63,14.65,0.03,5.57,2.6,18.7,12.32,0,3.38,2.78,710.59,16.75
2018,10,27,95.45,24.82,68.98,45.65,9.42,0.42,5.49,1.96,13.45,6.19,0,2.7,1.73,718.72,16.92
2018,10,28,97.2,45,73.37,46.63,22.03,2.19,8.45,4.54,27.11,18.3,0,5.49,4.68,709.57,16.92
2018,10,29,95.16,45.63,73.57,48.14,19.26,0.73,8.8,5.36,27.85,13.25,0,5.36,4.28,771.34,16.26
2018,10,30,96.88,55.67,76.23,-996,16.99,1.52,9.71,3.92,22.08,14.7,0,7.05,4.12,781.35,14.28
2018,10,31,94.16,57.68,77.76,40.09,18.81,2.23,9.57,2.96,24.7,15.94,0,7.57,2.99,121.83,1.48
2018,11,1,93.52,41.29,72.72,41.13,9.73,0.34,5.25,2.17,13.96,6.12,0,2.91,1.54,831.77,12.97
2018,11,2,92.59,32.63,67.39,35.42,12.03,1.2,6.76,2.04,15.42,9.59,0,4.27,1.79,730.88,15.63
2018,11,3,88.91,45.73,66.78,42.73,24.85,6.71,11.1,3,36.75,20.89,3.32,8,2.93,722.88,12.84
2018,11,4,87.46,39.7,66.85,35.89,11.61,0.69,7.43,2.57,16.52,9.36,0.28,5.18,1.9,707.43,14.57
2018,11,5,92.15,31.25,64.56,41.97,17.56,3.29,8.54,2.56,23.17,15.53,0,5.82,2.97,704.25,15.7
2018,11,6,93.26,37.86,66.22,40.03,18.39,1.45,8.52,4.19,24.47,14.59,0,5.51,4.09,664.37,15.37
2018,11,7,71.67,49.49,62.9,40.56,21.45,10.87,16.14,1.95,28.27,17.18,8.63,13.01,1.64,396.44,6.16
2018,11,8,82.19,63.64,72.68,33.79,20.76,8.55,12.87,2.62,27.56,17.67,6.99,10.78,2.29,214.39,3.55
2018,11,9,88.1,34.82,68.36,27.28,15.21,4.58,9.69,2.75,20.98,13.18,2.49,7.71,2.97,678.79,14.07
2018,11,10,90.29,33.81,66.04,18.57,24.81,2.12,11.23,5.08,31.5,16.96,0,7.5,3.91,807.71,14.29
2018,11,11,86.43,47.08,66.82,30.07,20.27,2.87,10.76,4.36,27.25,16.71,1.84,7.97,3.67,644.32,14.05
2018,11,12,97.53,66.86,79.64,11.75,29.12,9.76,19.85,4.4,40.04,25.12,8.61,17.06,3.84,330.37,4.17
2018,11,13,88.08,38.91,68.39,10.32,18.75,0.2,8.52,3.83,23.82,15.82,0,6.98,4.01,675.88,15.48
2018,11,14,93.37,31.57,66.71,15.26,8.84,0,4.07,2.38,10.23,5.39,0,1.86,1.36,649.57,14.91
2018,11,15,91.16,24.42,64.17,20.62,12.37,1.47,7.12,2.29,18.63,9.4,0,3.55,2.2,654.74,14.7
2018,11,16,94.69,35.54,66.56,29.28,10.45,0.6,6.5,2.35,13.96,6.67,0,3.26,1.58,646.23,14.69
2018,11,17,93.91,41.14,72.37,23.02,25.03,1.19,12.19,7.16,35.08,21.77,0,9.43,7.11,630.9,12.17
2018,11,18,93.26,60.2,76.04,18.17,20.62,1.22,11.01,5.14,27.11,17.64,0,9.1,5.13,553.35,6.68
2018,11,19,94.4,37.47,71.43,17.07,11.1,1.46,5.22,1.89,14.39,9.39,0,2.79,2.3,640.33,14.49
2018,11,20,93.02,36.86,68.5,22.24,9.48,2.52,5.92,1.47,14.47,7.1,0,3.04,1.68,627.36,14.06
2018,11,21,90.36,40.55,68.7,27.21,14.01,0,6.75,3.21,19.08,10.59,0,3.88,2.56,782.23,9.73
2018,11,22,94.25,49.74,74.72,26.18,18.43,1.04,9.85,4.39,23.96,13.42,0,6.62,3.61,603.33,10.96
2018,11,23,92.68,19.43,56.26,39.56,25.99,1.52,11.61,6.4,34.72,22.32,0,8.66,6.29,618.18,13.8
2018,11,24,88.85,20.55,51.43,25.77,20.58,0.09,10.17,6.07,28.43,16.42,0,7.18,5.03,614.84,11.71
2018,11,25,81.84,35.89,55.19,21.6,38.07,2.14,17.9,9,47.65,32.84,0,14.97,8.43,691.79,13.17
2018,11,26,90.69,30.03,64.04,14.61,12.68,2.32,7.19,1.96,15.93,10.21,0,4.44,2.3,617.57,13.77
2018,11,27,82.28,26.16,57.1,20.76,12.42,0,6.15,3.36,15.05,8.9,0,3.27,2.38,613.82,13.55
2018,11,28,92.33,24.45,59.43,23.92,14.33,2.22,8.34,2.37,16.95,10.59,0.32,5.31,1.87,626.01,13.07
2018,11,29,89.37,18.46,54.96,27.82,18.9,0.37,6.9,4.21,24.34,15.33,0,4.33,3.47,608.61,13.32
2018,11,30,88.91,40.6,74.04,34.75,19.82,1.19,8.44,3.9,25.95,14.91,0,5.64,3.4,321.44,3.98
2018,12,1,80.18,22.4,45.39,37.14,27.83,0.51,14.25,6.37,36.1,24.47,0,11.55,5.86,593.38,13.02
2018,12,2,88.78,37.63,63.17,23.1,12.16,1.22,6.02,2.42,17.61,10.73,0,3.95,2.77,648.52,11.38
2018,12,3,87.97,50.01,67.76,19.47,16.29,1.18,10.42,2.78,20.47,13.71,0,8.59,2.9,612.9,10.57
2018,12,4,92.2,59.41,79.61,15.1,8.59,0.31,4.69,1.89,10.52,7.33,0,2.84,1.69,678.08,7.53
2018,12,5,96.11,34.27,68.43,13.63,22.1,0,9.93,6.48,28.27,17.51,0,7.34,5.72,586.26,12.09
2018,12,6,81.44,56.5,66.62,28.87,21.27,5.78,13.79,3.82,25.57,18.14,2.28,11.38,4.06,418.84,4.77
2018,12,7,96.28,71.2,82.87,20.85,18.32,8.29,12.37,1.89,22.28,15.6,7.19,10.63,1.56,100.35,1.62
2018,12,8,94.49,51.06,72.95,21.71,-996,-996,-996,-996,20.38,-996,-996,-996,-996,279.37,4.06
2018,12,9,86.37,30.54,59.24,13.26,11.82,0.55,6.78,2.45,14.91,9.98,0,4.46,3.34,573.73,12.44
2018,12,10,88.44,25.98,61.42,15.44,12.01,0.98,5.94,2.41,13.52,7.63,0,3.33,1.71,576.87,12.55
2018,12,11,94.76,61.27,79.57,20.38,23.33,3.87,10.26,4.36,29.82,17.92,0,6.85,4.26,471.34,6.44
2018,12,12,100,83.88,92.66,27.61,12.86,0.16,6.69,2.25,16.15,9.91,0,4.66,1.91,349.66,4.95
2018,12,13,100,46.52,70.46,31.24,40.96,4.78,26.72,10.22,56.19,35.5,2.77,22.66,9.68,120.41,1.83
2018,12,14,54.11,11.26,37.43,22.43,34.78,4.23,21.4,9.24,43.26,30.42,1,17.9,9.21,571.71,11.78
2018,12,15,72.73,12.19,47.4,11.43,12.44,0.33,7.33,2.57,15.78,9.79,0,4.78,2.05,594.13,12.41
2018,12,16,81.68,24.73,50.31,24.72,14.68,1.85,8.41,2.41,19.37,13.26,0.16,6.03,2.76,583.18,10.81
2018,12,17,82.11,39.24,65.05,22.98,12.55,1.72,6.07,1.92,15.27,9.2,0.98,3.91,1.52,348.91,5.51
2018,12,18,93.69,44.04,74.7,30.94,15.69,3.57,7.91,2.66,20.98,12.49,0,5.44,2.84,696.73,8.02
2018,12,19,97.44,62.74,84.27,30.64,12.97,0.01,5.29,2.62,14.69,9.14,0,3.32,1.89,507.83,5.06
2018,12,20,85.07,21.6,46.99,23.12,31.52,5.66,16.51,7.48,42.1,27.81,1.76,13,7.63,572.52,12.42
2018,12,21,75.01,24.6,51.69,14.13,17.3,2,9.86,4.05,23.67,14.14,0,7,3.87,603.6,11.15
2018,12,22,82.29,30.32,58.07,23.23,20.24,1.05,10.37,3.98,26.15,17.41,0,7.93,3.98,561.53,12.17
2018,12,23,89.79,38.42,63.84,20.94,18.16,0.46,8.04,3.43,23.96,15.48,0,5.95,3.37,616.49,11.63
2018,12,24,92.74,43.92,70.78,23.69,23.64,3.11,11.93,4.86,29.08,18.88,0,8.33,4.74,563.64,10.03
2018,12,25,99.88,79.57,89.84,26.77,16,5.95,10.51,1.95,20.24,13.13,2.27,8.06,2.01,464.09,5.91
2018,12,26,100,86.67,95.89,41.18,27.31,3.34,15.32,4.14,41.14,21.27,0.85,12.05,3.69,192.17,1.16
2018,12,27,92.56,62.21,78.51,24.34,28.81,3.49,14.15,6.46,37.71,24.83,0,11.44,6.22,690.99,9.32
2018,12,28,87.91,61.62,70.63,17.38,21.59,1.17,11.94,4.69,27.11,18.81,0,10.03,4.52,262.79,5.41
2018,12,29,89.74,63.91,79.28,18.71,12.29,1.4,6.25,2.43,15.13,10.55,0,4.94,2.59,474.42,5.91
2018,12,30,89.59,71.97,82.81,24.21,14.14,0.03,7.91,3.32,18.28,10.97,0,6.3,2.64,197.27,3.15
2018,12,31,98,49,76.92,14.86,26.89,6.69,15.91,4.92,34.56,23.04,4.55,13.23,4.61,584.27,12.61
2019,1,1,77.21,66.67,70.69,10.3,22.35,6.46,13.78,4.55,29.53,19.82,5.7,12.05,3.94,323.63,4.87
2019,1,2,86.57,57.52,69.24,16.54,9.7,0.09,5.32,2.04,11.54,8.4,0,4.55,1.93,152.85,2.32
2019,1,3,99.56,86.44,96.34,21.92,12.19,2.43,6.85,2.27,15.86,10.17,1.85,5.57,1.85,448.55,5.71
2019,1,4,97.54,61.57,83.59,12.68,13,0,6.68,2.97,15.49,9.9,0,4.71,2.62,584.61,13.23
2019,1,5,96.72,57.2,84.22,24.72,11.79,0.53,6.01,2.99,13.96,8.59,0,3.56,2.48,598.16,13.08
2019,1,6,89.68,66,80.77,30.99,20.27,3.37,11.62,3.06,24.92,16.12,0,8.46,2.87,424.42,4.77
2019,1,7,87.64,29.7,57.58,38.3,15.1,3.08,9.26,2.32,19.57,12.15,0,6.31,2.38,612.2,13.39
2019,1,8,87.7,33.04,57.91,30.1,27.07,3.57,13.55,7.26,37.71,22.84,0,10.29,7.34,559.75,10.27
2019,1,9,92.23,25.21,65.45,22.97,9.87,0.89,6.03,1.76,12.79,8.25,0,3.61,1.53,610,13.15
2019,1,10,73.13,47.86,62.93,29.88,19.37,5.85,12.11,3.53,24.11,15.8,3.24,9.26,3.25,479.36,4.08
2019,1,11,99.01,72.12,89.17,33.12,21.81,9.42,14.25,2.44,26.31,18.59,7.03,11.41,2.4,222.22,2.4
2019,1,12,93.76,70.49,80.79,24.74,26.06,4.36,17.17,5.4,32.53,22.3,0.95,14.42,5.18,367.24,5.38
2019,1,13,92.05,77.45,83.64,23.2,14.84,2.01,8.87,2.67,19.44,13.03,0,7.5,2.57,268.5,4.01
2019,1,14,96.27,60.89,82.82,25.75,11.54,0,5.7,3.12,15.49,9.52,0,4.16,2.67,654.99,11.98
2019,1,15,99.32,67.08,89.08,23.46,15.34,2.02,8.72,2.82,18.99,12.12,0.55,6.22,2.54,536.15,5.95
2019,1,16,100,55.09,85.97,28.83,21.63,3.72,10.95,3.22,26.46,17.22,2.57,8.24,2.64,625.4,10.17
2019,1,17,99,54,80.81,30.44,21.23,0.71,10.18,5.74,27.04,18.41,0.14,8.19,5.08,652.42,12.43
2019,1,18,99.96,27.57,75.86,24.13,40.87,5.59,16.49,8.9,51.81,36.01,3.99,13.3,8.18,735.18,9.17
2019,1,19,84.01,39.38,61.09,15.16,41.74,3.7,20.9,8.96,52.55,36.19,1.28,17.84,8.4,633.39,14.22
2019,1,20,91.86,42.69,68.76,13.85,13.59,0.69,8.51,3.63,18.19,11.1,0,6.3,3.7,665.79,12.4
2019,1,21,89.86,36.43,64.02,22.06,28.86,9.27,17.11,5.39,35.59,23.29,6.93,13.49,4.44,693.14,12.29
2019,1,22,94.1,54.8,72.25,11.01,32.84,1.83,19.04,7.88,41.72,28.63,0.13,15.74,7.49,520.23,5.95
2019,1,23,88.42,22.34,56.58,10.35,14.48,2.01,8.39,2.73,18.86,12.47,0,6.45,2.64,657.97,14.97
2019,1,24,83.26,33.36,64.03,15.66,27.87,4.45,13.57,6.37,34.56,23.89,1.62,10.77,6.22,803.53,10.2
2019,1,25,93.16,53.23,76.1,13.28,8.81,0,4.32,2.31,10.38,6,0,2.53,1.64,595.55,9.59
